SNOMED_CID,SNOMED_FSN,SNOMED_ENTITY,UMLS_CUI
165346000,Laboratory test result abnormal ,situation,C0438215
234347009,Anemia of chronic disorder ,disorder,C0002873
106008001,Delivery AND/OR maternal condition affecting management ,disorder,C1263820
254818000,Dysplastic nevus of skin ,disorder,C0205748
26538006,Degeneration of lumbar intervertebral disc ,disorder,C0263874
301754002,Right lower quadrant pain ,finding,C0694551
8619003,Infertile ,finding,C0021359
111541001,Benign paroxysmal positional vertigo ,disorder,C0155502
56454009,Pityriasis versicolor ,disorder,C0040262
125602001,Injury of lower leg ,disorder,C0495958
16386004,Dry skin ,finding,C0151908
95345008,Ulcer of foot ,disorder,C0085119
235104008,Impacted tooth ,disorder,C0040456
1539003,Acquired trigger finger ,disorder,C3887597
43829003,Chronic osteoarthritis ,disorder,C0263778
67195008,Acute stress disorder ,disorder,C0236816
415086001,Personal history of primary malignant neoplasm of urinary bladder ,situation,C1532396
422166005,Peripheral circulatory disorder due to type 2 diabetes mellitus ,disorder,C1720165
116141005,Abdominal hysterectomy ,procedure,C0404077
409622000,Respiratory failure ,disorder,C1145670
609328004,Allergic disposition ,finding,C3539909
310305009,Active advance directive ,copy within chart,C0587823
73595000,Stress ,finding,C0038435
13197004,Contraception ,finding,C0700589
237628005,Impaired glucose tolerance in pregnancy ,disorder,C0342307
102588006,Chest wall pain ,finding,C0008035
197927001,Recurrent urinary tract infection ,disorder,C0262655
52441000,Atrophic vaginitis ,disorder,C0221392
60937000,Degeneration of lumbosacral intervertebral disc ,disorder,C0263875
82649003,Astigmatism ,disorder,C0004106
78435003,Ganglion of joint ,disorder,C0158334
36083008,Sick sinus syndrome ,disorder,C0037052
18027006,Transplantation of liver ,procedure,C0023911
78267003,Cocaine abuse ,disorder,C0009171
427603009,Intermittent asthma ,disorder,C1740754
54404000,Cervical radiculopathy ,disorder,C0742186
171183004,Diabetes mellitus screening ,procedure,C0740213
443502000,Atherosclerosis of coronary artery ,disorder,C0010054
266096002,Methicillin resistant Staphylococcus aureus infection ,disorder,C0343401
122548005,Biopsy of breast ,procedure,C0405352
198130006,Female pelvic inflammatory disease ,disorder,C0242172
41652007,Pain in eye ,finding,C0151827
387800004,Cervical spondylosis ,disorder,C1384641
31387002,Exercise-induced asthma ,disorder,C0004099
771299009,Prematurity of infant ,disorder,C0021294
133899007,Postoperative care ,regime/therapy,C0032786
16207008,Postmature infancy ,finding,C0021293
41888000,Temporomandibular joint disorder ,disorder,C0039494
12867002,Fetal distress affecting management of mother ,disorder,C0015931
139394000,Nocturia ,finding,C0028734
57194009,Adjustment disorder with depressed mood ,disorder,C0001539
128869009,Infestation caused by Sarcoptes scabiei var hominis ,disorder,C0036262
397540003,Visual impairment ,disorder,C3665347
48723006,Male hypogonadism ,disorder,C0151721
89820008,Closed intertrochanteric fracture ,disorder,C0272744
56557000,Fibrositis ,disorder,C0016053
255108000,Carcinoma of bladder ,disorder,C0699885
90834002,Pain in limb ,finding,C0030196
312824007,Family history of cancer of colon ,situation,C0730200
609496007,Complication occurring during pregnancy ,disorder,C3662149
54888009,Sprain of knee ,disorder,C0272891
429699009,History of malignant neoplasm of colon ,situation,C1998265
16114001,Fracture of ankle ,disorder,C0159877
125599006,Injury of hand ,disorder,C0018571
58126003,Postoperative wound infection ,disorder,C0038941
79484004,Closed transcervical fracture of femur ,disorder,C0272731
399020009,Congestive cardiomyopathy ,disorder,C0007193
8009008,Nocturnal enuresis ,finding,C0270327
59276001,Proliferative retinopathy due to diabetes mellitus ,disorder,C0154830
41976001,Cardiac catheterization ,procedure,C0018795
370143000,Major depressive disorder ,disorder,C1269683
386207004,Temporomandibular joint-pain-dysfunction syndrome ,disorder,C0039496
217155007,Fall on same level from slipping ,event,C0416987
63480004,Chronic bronchitis ,disorder,C0008677
416413003,Advanced maternal age gravida ,finding,C1562890
46244001,Recurrent major depression in full remission ,disorder,C3665667
48194001,Pregnancy-induced hypertension ,disorder,C0852036
31070006,Epididymitis ,disorder,C0014534
48277006,Impetigo ,disorder,C0021099
68890003,Schizoaffective disorder ,disorder,C0036337
79740000,Candidiasis of mouth ,disorder,C0006849
275526006,History of cerebrovascular accident ,situation,C0559159
40379007,Mild recurrent major depression ,disorder,C0154410
128188000,Cerebral palsy ,disorder,C0007789
307280005,Implantation of cardiac pacemaker ,procedure,C0189842
64586002,Carotid artery stenosis ,disorder,C0007282
254651007,Squamous cell carcinoma of skin ,disorder,C0553723
48130008,Hypogonadism ,disorder,C0020619
7674000,Greater trochanteric pain syndrome ,disorder,C0151451
353295004,Graves' disease ,disorder,C0018213
363346000,Malignant neoplastic disease ,disorder,C0006826
427295004,Moderate persistent asthma ,disorder,C1960047
90562004,"Fetal distress, in liveborn infant ",finding,C0270124
197321007,Steatosis of liver ,disorder,C2711227
191736004,Obsessive-compulsive disorder ,disorder,C0028768
426702003,Pain in female pelvis ,finding,C1960888
46206005,Mood disorder ,disorder,C0525045
69195002,Degeneration of cervical intervertebral disc ,disorder,C0158262
85848002,Corneal abrasion ,disorder,C0010032
30037006,Anal fissure ,disorder,C0016167
84114007,Heart failure ,disorder,C0018801
55668003,Adjustment disorder with mixed emotional features ,disorder,C0001542
41497008,Febrile convulsion ,finding,C0009952
22193007,Degenerative joint disease of hand ,disorder,C0263746
61977001,Chronic type B viral hepatitis ,disorder,C0524909
20845005,Meconium in amniotic fluid affecting management of mother ,disorder,C0269791
41446000,Blepharitis ,disorder,C0005741
441457006,Cyst ,disorder,C0010709
16331000,Heartburn ,finding,C0018834
161432005,History of malignant melanoma ,situation,C0457969
110359009,Intellectual disability ,disorder,C3714756
414173003,Exudative age-related macular degeneration ,disorder,C0271084
429006005,Family history of malignant neoplasm of gastrointestinal tract ,situation,C0260506
285384003,General health deterioration ,finding,C0563273
389086002,Hypoxia ,disorder,C0242184
74285003,Mass of pelvic structure ,finding,C0347944
6142004,Influenza ,disorder,C0021400
73589001,Intervertebral disc prolapse ,disorder,C0021818
233819005,Stable angina ,disorder,C0340288
230462002,Migraine with typical aura ,disorder,C1735856
385468004,Cataract extraction and insertion of intraocular lens ,procedure,C0395506
415692008,Swelling of first metatarsophalangeal joint of hallux ,disorder,C0006386
22220005,Genuine stress incontinence ,finding,C0042025
75544000,Opioid dependence ,disorder,C0524662
34842007,Antepartum hemorrhage ,disorder,C0269608
36118008,Pneumothorax ,disorder,C0032326
90708001,Kidney disease ,disorder,C0022658
231854006,Atopic conjunctivitis ,disorder,C0009766
47382004,Dermatophytosis ,disorder,C0011636
442438000,Influenza caused by Influenza A virus ,disorder,C2711180
38822007,Cystitis ,disorder,C0010692
63305008,Stricture of esophagus ,disorder,C4551650
15639000,"Moderate major depression, single episode ",disorder,C0154404
416675009,Furuncle ,disorder,C0242301
268547008,Screening for malignant neoplasm of breast ,procedure,C0281182
37344009,Cannabis abuse ,disorder,C0006868
44057004,Conductive hearing loss ,disorder,C0018777
303011007,Neutropenic disorder ,disorder,C0027947
52011008,Injury of finger ,disorder,C0016124
307541003,Lower urinary tract symptoms ,finding,C0574785
418107008,Unconscious ,finding,C0041657
81060008,Intestinal obstruction ,disorder,C0021843
30746006,Lymphadenopathy ,disorder,C0497156
72934000,Candidiasis of vagina ,disorder,C0006852
109995007,Myelodysplastic syndrome ,disorder,C3463824
254878006,Endometrial carcinoma ,disorder,C0476089
247373008,Ankle pain ,finding,C0238656
18165001,Jaundice ,finding,C0022346
36474008,Severe recurrent major depression without psychotic features ,disorder,C0154412
37610005,Inflammation of cervix ,disorder,C0007860
16402000,Sickle cell trait ,disorder,C0037054
402815007,Squamous cell carcinoma ,disorder,C0007137
202489000,Tibiofibular joint pain ,finding,C0458233
281255004,Small bowel obstruction ,disorder,C0235329
398665005,Vasovagal syncope ,finding,C0042420
443395009,Compression fracture ,disorder,C0521169
82639001,Premenstrual tension syndrome ,disorder,C0376356
263225007,Fracture of proximal end of femur ,disorder,C0435805
198436008,Menopausal flushing ,finding,C0600142
248290002,Developmental delay ,disorder,C0424605
84027009,Pernicious anemia ,disorder,C0002892
26416006,Drug abuse ,disorder,C0013146
301716002,Left lower quadrant pain ,finding,C0238551
397513003,Hordeolum ,disorder,C0019917
234336002,Hemopoietic stem cell transplant ,procedure,C0472699
19829001,Disorder of lung ,disorder,C0024115
56097005,Migraine without aura ,disorder,C0338480
1003614009,Open angle glaucoma suspect ,disorder,C5438654
39021009,Disorder of refraction ,disorder,C0034951
85189001,Acute appendicitis ,disorder,C0085693
102576009,Edema of foot ,finding,C0574002
262965006,Strain of back muscle ,disorder,C0347721
17602002,Amyloidosis ,disorder,C0002726
50465008,Hernia repair ,procedure,C0019328
118599009,Hodgkin's disease ,disorder,C0019829
389095005,Contraception care ,regime/therapy,C1171186
76009000,Esophagogastroduodenoscopy ,procedure,C0079304
95214007,Primary malignant neoplasm of liver ,disorder,C0024620
26614003,Hydrocele of testis ,disorder,C1720771
128276007,Cellulitis of foot ,disorder,C0558382
95722004,Bilateral cataracts ,disorder,C0521707
127034005,Pancytopenia ,disorder,C0030312
74323005,Pain in elbow ,finding,C0239266
302226006,Peripheral nerve disease ,disorder,C4721453
72366004,Eating disorder ,disorder,C0013473
11049006,Cervical radiculitis ,disorder,C0263884
12866006,Administration of vaccine product containing only Streptococcus pneumoniae antigen ,procedure,C0419707
254900004,Carcinoma of prostate ,disorder,C0600139
833278008,Glaucoma suspect ,disorder,C0017614
68154008,Chronic cough ,finding,C0010201
52515009,Hernia of abdominal cavity ,disorder,C0178282
94225005,Secondary malignant neoplasm of brain ,disorder,C0220650
54885007,Extraction of cataract ,procedure,C0007389
187252008,Late effects of respiratory tuberculosis ,disorder,C0343413
56306000,Cosmetic surgery ,procedure,C1318456
25702006,Alcohol intoxication ,disorder,C0001969
399963005,Abrasion ,disorder,C1302752
6096002,Breech presentation ,finding,C0006157
6383007,Premature labor ,finding,C0022876
59614000,Occult blood in stools ,finding,C0266813
266894000,Family history: Cardiovascular disease ,situation,C0455404
266261006,Raynaud's phenomenon ,finding,C0034735
428942009,History of fall ,situation,C1561668
75803007,Posterior rhinorrhea ,disorder,C0032781
25458004,Acute gastritis ,disorder,C0149518
736500007,Polyp of nasal cavity ,disorder,C0027430
609558009,Essential tremor ,disorder,C0270736
399211009,History of myocardial infarction ,situation,C1275835
609588000,Total knee replacement ,procedure,C0086511
78048006,Candidiasis ,disorder,C0006840
4210003,Ocular hypertension ,disorder,C0028840
8722008,Aortic valve disorder ,disorder,C1260873
102572006,Edema of lower extremity ,finding,C0239340
38214006,Internal hemorrhoids without complication ,disorder,C0265035
91487003,Diaper rash ,disorder,C0011974
82403002,Cholangitis ,disorder,C0008311
312891008,Pregnancy-related examination ,procedure,C0730266
420715001,Persistent microalbuminuria due to type 2 diabetes mellitus ,disorder,C1720102
93880001,Primary malignant neoplasm of lung ,disorder,C1306460
239960007,Impingement syndrome of shoulder region ,disorder,C0376685
42265009,Idiopathic urticaria ,disorder,C0157741
254915003,Clear cell carcinoma of kidney ,disorder,C0279702
444822002,Screening for malignant neoplasm of prostate ,procedure,C2919896
371081002,Arthritis of knee ,disorder,C0240111
408814002,Ultrasound scan for fetal anomaly ,procedure,C1443350
51868009,Ulcer of duodenum ,disorder,C0013295
387713003,Surgical procedure ,procedure,C0543467
424736006,Peripheral neuropathy due to diabetes mellitus ,disorder,C0740447
201819000,Generalized osteoarthritis ,disorder,C1384584
21639008,Hypervolemia ,disorder,C0546817
76581006,Cholecystitis ,disorder,C0008325
4754008,Gynecomastia ,disorder,C0018418
71906005,Paronychia ,disorder,C0030578
124134002,Deficiency of glucose-6-phosphate dehydrogenase ,disorder,C2939465
36689008,Acute pyelonephritis ,disorder,C0520575
187861000,Malignant neoplasm of upper lobe bronchus ,disorder,C0346599
187862007,Malignant neoplasm of upper lobe of lung ,disorder,C0346600
281245003,Musculoskeletal chest pain ,finding,C0476280
283545005,Gunshot wound ,disorder,C0043252
2901004,Melena ,disorder,C0025222
255187008,Lipoma of skin ,disorder,C0347394
428308007,History of percutaneous transluminal coronary angioplasty ,situation,C1997946
90381008,Occipitoanterior position ,finding,C0426093
314631008,Menometrorrhagia ,finding,C0232943
449707004,Edema of lower leg ,finding,C0745966
421986006,Persistent proteinuria due to type 2 diabetes mellitus ,disorder,C1719887
217697000,Dog bite ,event,C0259797
65568007,Cigarette smoker ,finding,C0337667
271558008,Infectious mononucleosis ,disorder,C0021345
49220004,Hypertensive renal failure ,disorder,C0264653
31956009,Cocaine dependence ,disorder,C0600427
75878002,Abdominal aortic aneurysm without rupture ,disorder,C0265011
59118001,Right bundle branch block ,disorder,C0085615
420054005,Alcoholic cirrhosis ,disorder,C0023891
51615001,Fibrosis of lung ,disorder,C0034069
95087004,Neoplasm of uncertain behavior of skin ,disorder,C0496955
93655004,Malignant melanoma of skin ,disorder,C0151779
75088002,Urgent desire to urinate ,finding,C0085606
81498004,Bursitis of hip ,disorder,C0263922
191813001,Chronic alcoholism in remission ,disorder,C0338783
235494005,Chronic pancreatitis ,disorder,C0149521
235675006,Gastroparesis ,disorder,C0152020
34801009,Ectopic pregnancy ,disorder,C0032987
26544005,Muscle weakness ,finding,C0151786
1475003,Herpes labialis ,disorder,C0019345
385763009,Hospice care ,regime/therapy,C0085555
66344007,Recurrent major depression ,disorder,C0154409
47639008,Pilonidal cyst ,disorder,C0031925
21983002,Hashimoto thyroiditis ,disorder,C0677607
198006006,Tight foreskin ,finding,C0031538
285365001,Pain in toe ,finding,C0241416
154283005,Pulmonary tuberculosis ,disorder,C0041327
268471004,Vaginal show ,finding,C0426196
2897005,Immune thrombocytopenia ,disorder,C0272286
396331005,Celiac disease ,disorder,C0007570
449918009,Cramp in lower leg ,finding,C3266180
161466001,History of alcoholism ,situation,C0455500
94493005,Secondary malignant neoplasm of pleura ,disorder,C0153678
20511007,Fracture of hand ,disorder,C0435632
1149222004,Overdose ,disorder,C4018909
399294002,Cyst of breast ,disorder,C0006144
52254009,Nephrotic syndrome ,disorder,C0027726
266468003,Cirrhosis - non-alcoholic ,disorder,C0400943
32307003,Polyp of nasal sinus ,disorder,C0264231
36071006,Chondromalacia of patella ,disorder,C0008475
83561009,Spinal stenosis in cervical region ,disorder,C0158280
219006,Current drinker of alcohol ,finding,C0556297
360450007,Strain of neck muscle ,disorder,C0262573
269533000,Carcinoma of colon ,disorder,C0699790
359557001,Disorder of artery ,disorder,C0852949
56727007,Vitiligo ,disorder,C0042900
252005008,Female cystocele ,disorder,C1394494
