Word,POS,IOB,Tag
the,DT,B-NP,B-PROBLEM
room,NN,I-NP,I-PROBLEM
spinning,VBG,O,I-PROBLEM
incontinence,NN,I-NP,B-PROBLEM
diaphoresis,NN,B-NP,B-PROBLEM
weakness,NN,B-NP,B-PROBLEM
coffee,NN,B-NP,B-PROBLEM
ground,NN,I-NP,I-PROBLEM
material,NN,I-NP,I-PROBLEM
acute,NN,B-NP,B-PROBLEM
GI,NNP,I-NP,I-PROBLEM
bleed,NN,I-NP,I-PROBLEM
tachycardic,JJ,O,B-PROBLEM
short,JJ,O,B-PROBLEM
of,IN,B-VP,I-PROBLEM
breath,NN,B-NP,I-PROBLEM
rigors,NNS,B-NP,B-PROBLEM
emesis,NN,B-NP,B-PROBLEM
coffee,NN,B-NP,B-PROBLEM
ground,NN,I-NP,I-PROBLEM
material,NN,I-NP,I-PROBLEM
desaturated,VBD,B-VP,B-PROBLEM
disoriented,JJ,O,B-PROBLEM
euphoric,JJ,O,B-PROBLEM
Medium,NNP,B-NP,B-PROBLEM
hiatal,NN,I-NP,I-PROBLEM
hernia,NN,I-NP,I-PROBLEM
Barrett's,NNP,B-NP,B-PROBLEM
esophagus,NN,I-NP,I-PROBLEM
erosion,NN,B-NP,B-PROBLEM
of,IN,B-VP,I-PROBLEM
the,DT,B-NP,I-PROBLEM
gastroesophageal,JJ,I-NP,I-PROBLEM
junction,NN,I-NP,I-PROBLEM
granularity,NN,B-NP,B-PROBLEM
erythema,NN,B-NP,B-PROBLEM
congestion,NN,B-NP,B-PROBLEM
of,IN,B-VP,I-PROBLEM
the,DT,B-NP,I-PROBLEM
antrum,NN,I-NP,I-PROBLEM
gastritis,NN,B-NP,B-PROBLEM
Erosions,NNS,B-NP,B-PROBLEM
in,IN,B-VP,I-PROBLEM
the,DT,B-NP,I-PROBLEM
antrum,NN,I-NP,I-PROBLEM
and,CC,O,I-PROBLEM
pre-pyloric,JJ,B-NP,I-PROBLEM
region,NN,I-NP,I-PROBLEM
granularity,NN,B-NP,B-PROBLEM
erythema,NN,B-NP,B-PROBLEM
congestion,NN,B-NP,B-PROBLEM
of,IN,B-VP,I-PROBLEM
the,DT,B-NP,I-PROBLEM
anterior,JJ,I-NP,I-PROBLEM
bulb,NN,I-NP,I-PROBLEM
and,CC,O,I-PROBLEM
posterior,JJ,B-NP,I-PROBLEM
bulb,NN,I-NP,I-PROBLEM
duodenitis,NN,B-NP,B-PROBLEM
further,JJ,B-NP,B-PROBLEM
bleeding,NN,I-NP,I-PROBLEM
transfusion,NN,B-NP,B-PROBLEM
reaction,NN,I-NP,I-PROBLEM
episode,NN,I-NP,I-PROBLEM
tachycardia,NN,B-NP,B-PROBLEM
this,DT,B-NP,B-PROBLEM
episode,NN,I-NP,I-PROBLEM
sinus,JJ,B-NP,B-PROBLEM
tachycardia,NN,I-NP,I-PROBLEM
myocardial,JJ,B-NP,B-PROBLEM
damage,NN,I-NP,I-PROBLEM
loss,NN,B-NP,B-PROBLEM
of,IN,B-VP,I-PROBLEM
R,NNP,B-NP,I-PROBLEM
wave,VBP,O,I-PROBLEM
progression,NN,B-NP,I-PROBLEM
Q,NNP,B-NP,B-PROBLEM
waves,NNS,I-NP,I-PROBLEM
in,IN,B-VP,I-PROBLEM
leads,NNS,B-NP,I-PROBLEM
III,NNP,I-NP,I-PROBLEM
AVF,NNP,B-NP,B-PROBLEM
anteroseptal,JJ,B-NP,B-PROBLEM
myocardial,JJ,I-NP,I-PROBLEM
infarction,NN,I-NP,I-PROBLEM
arrhythmia,NN,B-NP,B-PROBLEM
The,DT,B-NP,B-PROBLEM
myocardial,JJ,I-NP,I-PROBLEM
infarction,NN,I-NP,I-PROBLEM
demand,VB,O,B-PROBLEM
ischemia,JJ,O,I-PROBLEM
acute,VB,O,B-PROBLEM
hematocrit,JJ,B-NP,I-PROBLEM
drop,NN,I-NP,I-PROBLEM
tachycardia,NN,B-NP,B-PROBLEM
blood,VB,O,B-PROBLEM
transfusion,NN,B-NP,I-PROBLEM
reaction,NN,I-NP,I-PROBLEM
pulmonary,JJ,B-NP,B-PROBLEM
embolism,NN,I-NP,I-PROBLEM
risk,NN,B-NP,B-PROBLEM
of,IN,B-VP,I-PROBLEM
gastrointestinal,JJ,B-NP,I-PROBLEM
bleeding,NN,I-NP,I-PROBLEM
Single,NNP,B-NP,B-PROBLEM
mental,JJ,B-NP,I-PROBLEM
status,NN,I-NP,I-PROBLEM
change,NN,I-NP,I-PROBLEM
blood,NN,B-NP,B-PROBLEM
transfusion,NN,I-NP,I-PROBLEM
reaction,NN,I-NP,I-PROBLEM
the,DT,B-NP,B-PROBLEM
episode,NN,I-NP,I-PROBLEM
the,DT,B-NP,B-PROBLEM
patient,NN,I-NP,I-PROBLEM
's,POS,O,I-PROBLEM
mental,JJ,B-NP,I-PROBLEM
status,NN,I-NP,I-PROBLEM
an,DT,B-NP,B-PROBLEM
elevated,JJ,I-NP,I-PROBLEM
platelet,NN,I-NP,I-PROBLEM
count,NN,I-NP,I-PROBLEM
CML,NNP,B-NP,B-PROBLEM
fevers,NNS,B-NP,B-PROBLEM
neutropenia,NN,B-NP,B-PROBLEM
a,DT,B-NP,B-PROBLEM
diffuse,NN,I-NP,I-PROBLEM
erythroderm,NN,I-NP,I-PROBLEM
a,DT,B-NP,B-PROBLEM
drug,NN,I-NP,I-PROBLEM
reaction,NN,I-NP,I-PROBLEM
pulmonary,JJ,B-NP,B-PROBLEM
infiltrates,NNS,I-NP,I-PROBLEM
some,DT,B-NP,B-PROBLEM
hemoptysis,NN,I-NP,I-PROBLEM
blood,NN,B-NP,B-PROBLEM
blood,NN,B-NP,B-PROBLEM
in,IN,B-VP,I-PROBLEM
alveoli,NNS,B-NP,I-PROBLEM
DAH,NNP,B-NP,B-PROBLEM
agitation,NN,B-NP,B-PROBLEM
change,NN,B-NP,B-PROBLEM
in,IN,B-VP,I-PROBLEM
mental,JJ,B-NP,I-PROBLEM
status,NN,I-NP,I-PROBLEM
increased,VBD,B-VP,B-PROBLEM
respiratory,NN,B-NP,I-PROBLEM
distress,NN,I-NP,I-PROBLEM
the,DT,O,B-PROBLEM
changing,VBG,O,I-PROBLEM
mental,JJ,B-NP,I-PROBLEM
status,NN,I-NP,I-PROBLEM
respiratory,NN,B-NP,B-PROBLEM
distress,NN,I-NP,I-PROBLEM
worsening,VBG,O,B-PROBLEM
mucositis,NN,B-NP,I-PROBLEM
agitated,VBN,O,B-PROBLEM
this,DT,B-NP,B-PROBLEM
continued,JJ,I-NP,I-PROBLEM
agitation,NN,I-NP,I-PROBLEM
an,DT,B-NP,B-PROBLEM
intraparenchymal,JJ,I-NP,I-PROBLEM
hemorrhage,NN,I-NP,I-PROBLEM
brain,NN,B-NP,B-PROBLEM
systolic,JJ,B-NP,I-PROBLEM
ejection,NN,I-NP,I-PROBLEM
murmur,NN,I-NP,I-PROBLEM
function,NN,I-NP,I-PROBLEM
hypertension,NN,B-NP,B-PROBLEM
difficulty,NN,B-NP,B-PROBLEM
in,IN,B-VP,I-PROBLEM
talking,VBG,O,I-PROBLEM
slurred,JJ,O,B-PROBLEM
weakness,NN,B-NP,B-PROBLEM
and,CC,O,I-PROBLEM
numbness,NN,B-NP,I-PROBLEM
of,IN,B-VP,I-PROBLEM
her,PRP$,O,I-PROBLEM
arm,NN,B-NP,I-PROBLEM
and,CC,O,I-PROBLEM
leg,NN,B-NP,I-PROBLEM
headache,NN,B-NP,B-PROBLEM
diplopia,NN,B-NP,B-PROBLEM
any,DT,B-NP,B-PROBLEM
other,JJ,I-NP,I-PROBLEM
neurological,JJ,I-NP,I-PROBLEM
symptoms,NNS,I-NP,I-PROBLEM
a,DT,B-NP,B-PROBLEM
mild,JJ,I-NP,I-PROBLEM
left,JJ,I-NP,I-PROBLEM
hemiparesis,NN,I-NP,I-PROBLEM
the,DT,B-NP,B-PROBLEM
hematoma,NN,I-NP,I-PROBLEM
hypertension,NN,B-NP,B-PROBLEM
cerebellar,JJ,B-NP,B-PROBLEM
hemorrhage,NN,I-NP,I-PROBLEM
hypertension,NN,B-NP,B-PROBLEM
a,DT,B-NP,B-PROBLEM
small,JJ,I-NP,I-PROBLEM
vascular,JJ,I-NP,I-PROBLEM
malformation,NN,I-NP,I-PROBLEM
the,DT,B-NP,B-PROBLEM
hemorrhage,NN,I-NP,I-PROBLEM
problem,NN,I-NP,B-PROBLEM
a,DT,B-NP,B-PROBLEM
mild,NN,I-NP,I-PROBLEM
leftsided,VBD,B-VP,I-PROBLEM
face,NN,B-NP,I-PROBLEM
arm,NN,B-NP,B-PROBLEM
and,CC,O,I-PROBLEM
leg,NN,B-NP,I-PROBLEM
weakness,NN,I-NP,I-PROBLEM
sensory,JJ,B-NP,B-PROBLEM
deficit,NN,I-NP,I-PROBLEM
Her,PRP$,O,B-PROBLEM
hypertension,NN,B-NP,I-PROBLEM
secondary,JJ,B-NP,B-PROBLEM
cause,NN,I-NP,I-PROBLEM
hypertension,NN,B-NP,B-PROBLEM
secondary,JJ,I-NP,B-PROBLEM
causes,NNS,I-NP,I-PROBLEM
hypertension,NN,B-NP,B-PROBLEM
lymphocytic,JJ,O,B-PROBLEM
?,.,B-VP,I-PROBLEM
chromocytoma,NN,B-NP,I-PROBLEM
renal,JJ,B-NP,B-PROBLEM
artery,NN,I-NP,I-PROBLEM
stenosis,NN,I-NP,I-PROBLEM
known,VBN,O,B-PROBLEM
carotid,NN,B-NP,I-PROBLEM
stenosis,NN,I-NP,I-PROBLEM
90%,CD,O,B-PROBLEM
left,NNS,B-NP,I-PROBLEM
sided,VBD,B-VP,I-PROBLEM
stenosis,NN,B-NP,I-PROBLEM
a,DT,B-NP,B-PROBLEM
stroke,NN,I-NP,I-PROBLEM
transient,JJ,B-NP,B-PROBLEM
ischemic,JJ,I-NP,I-PROBLEM
attack,NN,I-NP,I-PROBLEM
congestive,JJ,B-NP,B-PROBLEM
heart,NN,I-NP,I-PROBLEM
failure,NN,I-NP,I-PROBLEM
her,PRP$,O,B-PROBLEM
chronic,JJ,B-NP,I-PROBLEM
renal,JJ,I-NP,I-PROBLEM
insufficiency,NN,I-NP,I-PROBLEM
minimal,JJ,B-NP,B-PROBLEM
right,JJ,I-NP,I-PROBLEM
internal,JJ,I-NP,I-PROBLEM
carotid,NN,I-NP,I-PROBLEM
artery,NN,I-NP,I-PROBLEM
disease,NN,I-NP,I-PROBLEM
proximal,JJ,O,B-PROBLEM
left,VBD,B-VP,I-PROBLEM
internal,JJ,B-NP,I-PROBLEM
carotid,NN,I-NP,I-PROBLEM
artery,NN,I-NP,I-PROBLEM
stenosis,NN,I-NP,I-PROBLEM
a,DT,B-NP,B-PROBLEM
moderate,JJ,I-NP,I-PROBLEM
posterior,NN,I-NP,I-PROBLEM
descending,VBG,O,I-PROBLEM
artery,NN,B-NP,I-PROBLEM
obtuse,IN,B-VP,B-PROBLEM
marginal,JJ,B-NP,I-PROBLEM
stenoses,NNS,I-NP,I-PROBLEM
prolonged,JJ,B-NP,B-PROBLEM
ileus,NN,I-NP,I-PROBLEM
constipation,NN,B-NP,B-PROBLEM
persistent,JJ,B-NP,B-PROBLEM
vomiting,NN,I-NP,I-PROBLEM
HIV,NNP,B-NP,B-PROBLEM
progressive,JJ,B-NP,B-PROBLEM
throat,NN,I-NP,I-PROBLEM
pain,NN,I-NP,I-PROBLEM
edema,NN,B-NP,B-PROBLEM
His,PRP$,O,B-PROBLEM
throat,NN,B-NP,I-PROBLEM
pain,NN,I-NP,I-PROBLEM
desaturated,VBD,B-VP,B-PROBLEM
progressive,JJ,O,B-PROBLEM
swelling,VBG,O,I-PROBLEM
increasing,VBG,O,B-PROBLEM
drooling,NN,B-NP,I-PROBLEM
low-grade,JJ,B-NP,B-PROBLEM
temperature,NN,I-NP,I-PROBLEM
productive,JJ,B-NP,B-PROBLEM
cough,NN,I-NP,I-PROBLEM
yellow,JJ,B-NP,B-PROBLEM
sputum,NN,I-NP,I-PROBLEM
right,JJ,B-NP,B-PROBLEM
ear,NN,I-NP,I-PROBLEM
pain,NN,I-NP,I-PROBLEM
subjective,JJ,I-NP,B-PROBLEM
shortness,NN,I-NP,I-PROBLEM
of,IN,B-VP,I-PROBLEM
breath,NN,B-NP,I-PROBLEM
whole,JJ,B-NP,B-PROBLEM
body,NN,I-NP,I-PROBLEM
numbness,NN,I-NP,I-PROBLEM
his,PRP$,O,B-PROBLEM
throat,NN,B-NP,I-PROBLEM
pain,NN,I-NP,I-PROBLEM
supraglottitis,NN,B-NP,B-PROBLEM
opportunistic,JJ,B-NP,B-PROBLEM
infections,NNS,I-NP,I-PROBLEM
HIV,NNP,B-NP,B-PROBLEM
supraglottitis,NN,B-NP,B-PROBLEM
significant,JJ,B-NP,B-PROBLEM
edema,NN,I-NP,I-PROBLEM
Epiglottitis,NNP,B-NP,B-PROBLEM
supraglottitis,NN,I-NP,B-PROBLEM
swelling,VBG,O,B-PROBLEM
His,PRP$,O,B-PROBLEM
edema,NN,B-NP,I-PROBLEM
symptoms,NNS,B-NP,B-PROBLEM
symptoms,NNS,B-NP,B-PROBLEM
asymptomatic,JJ,O,B-PROBLEM
His,PRP$,O,B-PROBLEM
voice,NN,B-NP,I-PROBLEM
improved,VBD,B-VP,I-PROBLEM
afebrile,RB,O,B-PROBLEM
HIV,NNP,B-NP,B-PROBLEM
vertigo,NN,B-NP,B-PROBLEM
double,JJ,B-NP,B-PROBLEM
vision,NN,I-NP,I-PROBLEM
dysarthria,NN,B-NP,B-PROBLEM
worsening,NN,B-NP,B-PROBLEM
of,IN,B-VP,I-PROBLEM
vertigo,NN,B-NP,I-PROBLEM
basilar,JJ,B-NP,B-PROBLEM
artery,NN,I-NP,I-PROBLEM
disease,NN,I-NP,I-PROBLEM
aneurysm,NN,I-NP,B-PROBLEM
thrombosis,NN,B-NP,B-PROBLEM
at,IN,B-VP,I-PROBLEM
the,DT,B-NP,I-PROBLEM
mid,NN,I-NP,I-PROBLEM
basilar,JJ,B-NP,I-PROBLEM
artery,NN,I-NP,I-PROBLEM
A,DT,B-NP,B-PROBLEM
small,JJ,I-NP,I-PROBLEM
intimal,JJ,I-NP,I-PROBLEM
tear,NN,I-NP,I-PROBLEM
sequelae,NN,B-NP,B-PROBLEM
an,DT,B-NP,B-PROBLEM
acute,JJ,I-NP,I-PROBLEM
drop,NN,I-NP,I-PROBLEM
acute,JJ,B-NP,B-PROBLEM
sepsis,NN,I-NP,I-PROBLEM
This,DT,O,B-PROBLEM
substantial,JJ,B-NP,B-PROBLEM
decrement,NN,I-NP,I-PROBLEM
in,IN,B-VP,I-PROBLEM
neurologic,JJ,B-NP,I-PROBLEM
function,NN,I-NP,I-PROBLEM
locked,VBN,O,B-PROBLEM
in,IN,B-VP,I-PROBLEM
unable,JJ,O,B-PROBLEM
Tongue,NNP,B-NP,B-PROBLEM
protrudes,VBZ,O,I-PROBLEM
drowsy,VBN,O,B-PROBLEM
infarction,NN,B-NP,B-PROBLEM
fevers,NNS,B-NP,B-PROBLEM
rising,VBG,O,B-PROBLEM
white,JJ,B-NP,I-PROBLEM
blood,NN,I-NP,I-PROBLEM
counts,NNS,I-NP,I-PROBLEM
a,DT,B-NP,B-PROBLEM
progressing,NN,I-NP,I-PROBLEM
left,VBD,B-VP,I-PROBLEM
lower,JJR,B-NP,I-PROBLEM
lobe,NN,I-NP,I-PROBLEM
infiltrate,NN,I-NP,I-PROBLEM
this,DT,O,B-PROBLEM
fevers,NNS,B-NP,B-PROBLEM
Klebsiella,NNP,B-NP,B-PROBLEM
pneumoniae,NN,I-NP,I-PROBLEM
bug,JJ,O,B-PROBLEM
A,DT,B-NP,B-PROBLEM
left,JJ,I-NP,I-PROBLEM
pleural,JJ,I-NP,I-PROBLEM
effusion,NN,I-NP,I-PROBLEM
bad,JJ,B-NP,B-PROBLEM
thrush,NN,I-NP,I-PROBLEM
able,JJ,O,B-PROBLEM
the,DT,B-NP,B-PROBLEM
thrush,NN,I-NP,I-PROBLEM
afebrile,RB,O,B-PROBLEM
elevated,VBN,O,B-PROBLEM
gallstones,NNS,B-NP,B-PROBLEM
common,JJ,B-NP,B-PROBLEM
bile,JJ,I-NP,I-PROBLEM
duct,NN,I-NP,I-PROBLEM
dilatation,NN,I-NP,I-PROBLEM
active,JJ,B-NP,B-PROBLEM
cholecystitis,NN,I-NP,I-PROBLEM
elevation,NN,I-NP,B-PROBLEM
irritate,VB,O,B-PROBLEM
decline,NN,I-NP,B-PROBLEM
her,PRP$,O,B-PROBLEM
anemia,NN,B-NP,I-PROBLEM
hypoproliferation,NN,B-NP,B-PROBLEM
repeatedly,RB,O,B-PROBLEM
low,JJ,O,I-PROBLEM
This,DT,O,B-PROBLEM
This,DT,O,B-PROBLEM
low,JJ,B-NP,B-PROBLEM
sodiums,NNS,I-NP,I-PROBLEM
This,DT,O,B-PROBLEM
her,PRP$,O,B-PROBLEM
central,JJ,B-NP,I-PROBLEM
nervous,JJ,I-NP,I-PROBLEM
system,NN,I-NP,I-PROBLEM
process,NN,I-NP,I-PROBLEM
her,PRP$,O,B-PROBLEM
pulmonary,JJ,B-NP,I-PROBLEM
process,NN,I-NP,I-PROBLEM
any,DT,B-NP,B-PROBLEM
problems,NNS,I-NP,I-PROBLEM
this,DT,O,B-PROBLEM
aspirating,VBG,O,B-PROBLEM
her,PRP$,O,B-PROBLEM
deficit,NN,B-NP,I-PROBLEM
angina,NN,B-NP,B-PROBLEM
myocardial,JJ,B-NP,B-PROBLEM
infarction,NN,I-NP,I-PROBLEM
brief,NN,B-NP,B-PROBLEM
chest,JJS,B-NP,I-PROBLEM
pain,NN,I-NP,I-PROBLEM
electrocardiogram,JJ,B-NP,B-PROBLEM
changes,NNS,I-NP,I-PROBLEM
T,NNP,B-NP,B-PROBLEM
wave,VBP,O,I-PROBLEM
inversions,NNS,B-NP,I-PROBLEM
in,IN,B-VP,I-PROBLEM
the,DT,B-NP,I-PROBLEM
lateral,JJ,I-NP,I-PROBLEM
leads,NNS,I-NP,I-PROBLEM
an,DT,B-NP,B-PROBLEM
increase,NN,I-NP,I-PROBLEM
This,DT,O,B-PROBLEM
chest,JJS,B-NP,B-PROBLEM
pain,NN,I-NP,I-PROBLEM
congestive,JJ,B-NP,B-PROBLEM
heart,NN,I-NP,I-PROBLEM
failure,NN,I-NP,I-PROBLEM
continued,VBN,O,B-PROBLEM
electrocardiogram,JJ,B-NP,I-PROBLEM
changes,NNS,I-NP,I-PROBLEM
chest,JJS,B-NP,B-PROBLEM
pain,NN,I-NP,I-PROBLEM
her,PRP$,O,B-PROBLEM
acute,JJ,B-NP,I-PROBLEM
disease,NN,I-NP,I-PROBLEM
elevated,VBD,B-VP,B-PROBLEM
liver,JJ,B-NP,I-PROBLEM
enzymes,NNS,I-NP,I-PROBLEM
significant,JJ,I-NP,B-PROBLEM
past,JJ,I-NP,I-PROBLEM
medical,JJ,I-NP,I-PROBLEM
history,NN,I-NP,I-PROBLEM
headache,NN,B-NP,B-PROBLEM
this,DT,B-NP,B-PROBLEM
headache,NN,I-NP,I-PROBLEM
the,DT,B-NP,B-PROBLEM
worst,JJS,I-NP,I-PROBLEM
headache,NN,I-NP,I-PROBLEM
nausea,NN,B-NP,B-PROBLEM
vomiting,VBG,O,B-PROBLEM
dizziness,NN,B-NP,B-PROBLEM
headache,NN,B-NP,B-PROBLEM
a,DT,B-NP,B-PROBLEM
right,JJ,I-NP,I-PROBLEM
posterior,JJ,I-NP,I-PROBLEM
cerebral,JJ,I-NP,I-PROBLEM
artery,NN,I-NP,I-PROBLEM
aneurysm,NN,I-NP,I-PROBLEM
a,DT,B-NP,B-PROBLEM
subarachnoid,JJ,I-NP,I-PROBLEM
hemorrhage,NN,I-NP,I-PROBLEM
in,IN,B-VP,I-PROBLEM
the,DT,B-NP,I-PROBLEM
suprasellar,JJ,I-NP,I-PROBLEM
cistern,NN,I-NP,I-PROBLEM
any,DT,B-NP,B-PROBLEM
obvious,JJ,I-NP,I-PROBLEM
aneurysm,NN,I-NP,I-PROBLEM
changes,NNS,I-NP,B-PROBLEM
The,DT,B-NP,B-PROBLEM
headache,NN,I-NP,I-PROBLEM
new,JJ,O,B-PROBLEM
onset,VBN,O,I-PROBLEM
chest,JJS,B-NP,I-PROBLEM
pain,NN,I-NP,I-PROBLEM
a,DT,O,B-PROBLEM
moderate,JJ,O,I-PROBLEM
fixed,VBN,O,I-PROBLEM
defect,NN,B-NP,I-PROBLEM
mild,JJ,B-NP,B-PROBLEM
inferior,JJ,I-NP,I-PROBLEM
wall,NN,I-NP,I-PROBLEM
hypokinesis,NN,I-NP,I-PROBLEM
severe,JJ,O,B-PROBLEM
two,CD,O,I-PROBLEM
vessel,NN,B-NP,I-PROBLEM
coronary,JJ,B-NP,I-PROBLEM
artery,NN,I-NP,I-PROBLEM
disease,NN,I-NP,I-PROBLEM
a,DT,B-NP,B-PROBLEM
right,JJ,I-NP,I-PROBLEM
dominant,NN,I-NP,I-PROBLEM
system,NN,I-NP,I-PROBLEM
a,DT,O,B-PROBLEM
40%,CD,O,I-PROBLEM
lesion,NN,B-NP,I-PROBLEM
several,JJ,I-NP,B-PROBLEM
tight,JJ,I-NP,I-PROBLEM
lesions,NNS,I-NP,I-PROBLEM
a,DT,O,B-PROBLEM
90%,CD,O,I-PROBLEM
stenosis,NN,B-NP,I-PROBLEM
mild,VBN,O,B-PROBLEM
diffuse,IN,B-VP,I-PROBLEM
plaquing,VBG,O,I-PROBLEM
focal,JJ,B-NP,B-PROBLEM
stenosis,NN,I-NP,I-PROBLEM
pain,RB,O,B-PROBLEM
incident,NN,B-NP,B-PROBLEM
hypotension,NN,B-NP,B-PROBLEM
bradycardia,NN,B-NP,B-PROBLEM
slow,JJ,O,B-PROBLEM
to,TO,O,I-PROBLEM
wean,VB,O,I-PROBLEM
complication,NN,B-NP,B-PROBLEM
atrial,JJ,O,B-PROBLEM
or,CC,O,I-PROBLEM
ventricular,JJ,B-NP,I-PROBLEM
arrhythmias,NN,I-NP,I-PROBLEM
sinus,NN,B-NP,B-PROBLEM
bradycardia,NN,I-NP,I-PROBLEM
slightly,RB,O,B-PROBLEM
elevated,VBN,O,I-PROBLEM
persistent,JJ,B-NP,B-PROBLEM
bibasilar,JJ,I-NP,I-PROBLEM
atelectasis,NN,I-NP,I-PROBLEM
tiny,JJ,I-NP,B-PROBLEM
pleural,JJ,I-NP,I-PROBLEM
effusions,NNS,I-NP,I-PROBLEM
vasospasm,NN,B-NP,B-PROBLEM
osteoarthritis,VBN,O,B-PROBLEM
left,JJ,B-NP,B-PROBLEM
knee,NN,I-NP,I-PROBLEM
pain,NN,I-NP,I-PROBLEM
a,DT,B-NP,B-PROBLEM
left,JJ,I-NP,I-PROBLEM
femoral,JJ,I-NP,I-PROBLEM
condyle,NN,I-NP,I-PROBLEM
osteonecrotic,JJ,B-NP,I-PROBLEM
defect,NN,I-NP,I-PROBLEM
degenerative,JJ,B-NP,B-PROBLEM
meniscus,NN,I-NP,I-PROBLEM
climbs,VBZ,O,B-PROBLEM
stairs,JJ,O,I-PROBLEM
one,CD,O,I-PROBLEM
at,IN,B-VP,I-PROBLEM
a,DT,B-NP,I-PROBLEM
time,NN,I-NP,I-PROBLEM
rest,NN,B-NP,B-PROBLEM
pain,NN,I-NP,I-PROBLEM
difficulties,NNS,B-NP,B-PROBLEM
losing,VBG,O,B-PROBLEM
agitated,VBN,O,B-PROBLEM
difficulties,NNS,I-NP,B-PROBLEM
voiding,VBG,O,I-PROBLEM
agitation,NN,B-NP,B-PROBLEM
problems,NNS,I-NP,B-PROBLEM
edema,NN,B-NP,B-PROBLEM
her,PRP$,O,B-PROBLEM
wound,NN,B-NP,I-PROBLEM
diabetes,NNS,B-NP,B-PROBLEM
mellitus,NNS,I-NP,I-PROBLEM
congestive,JJ,B-NP,B-PROBLEM
heart,NN,I-NP,I-PROBLEM
failure,NN,I-NP,I-PROBLEM
a,DT,B-NP,B-PROBLEM
humeral,JJ,I-NP,I-PROBLEM
fracture,NN,I-NP,I-PROBLEM
a,DT,B-NP,B-PROBLEM
comminuted,JJ,I-NP,I-PROBLEM
fracture,NN,I-NP,I-PROBLEM
of,IN,B-VP,I-PROBLEM
the,DT,B-NP,I-PROBLEM
proximal,JJ,I-NP,I-PROBLEM
left,NN,I-NP,I-PROBLEM
humerus,NN,I-NP,I-PROBLEM
The,DT,B-NP,B-PROBLEM
fracture,NN,I-NP,I-PROBLEM
bigeminy,NN,B-NP,B-PROBLEM
chest,JJS,B-NP,B-PROBLEM
pain,NN,I-NP,I-PROBLEM
shortness,NN,B-NP,B-PROBLEM
of,IN,B-VP,I-PROBLEM
breath,NN,B-NP,I-PROBLEM
a,DT,B-NP,B-PROBLEM
myocardial,JJ,I-NP,I-PROBLEM
infarction,NN,I-NP,I-PROBLEM
ischemia,NN,B-NP,B-PROBLEM
arrhythmia,NN,B-NP,B-PROBLEM
the,DT,B-NP,B-PROBLEM
arrhythmia,NN,I-NP,I-PROBLEM
diabetic,JJ,B-NP,B-PROBLEM
retinopathy,NN,I-NP,I-PROBLEM
glaucoma,NN,B-NP,B-PROBLEM
chest,JJS,B-NP,B-PROBLEM
pain,NN,I-NP,I-PROBLEM
chest,JJS,B-NP,B-PROBLEM
tightness,NN,I-NP,I-PROBLEM
(,(,O,I-PROBLEM
pressure,NN,B-NP,I-PROBLEM
),),O,I-PROBLEM
stress,NN,B-NP,B-PROBLEM
chest,NN,I-NP,B-PROBLEM
pain,NN,I-NP,I-PROBLEM
short,JJ,O,B-PROBLEM
of,IN,B-VP,I-PROBLEM
breath,NN,B-NP,I-PROBLEM
slightly,RB,O,B-PROBLEM
short,JJ,O,I-PROBLEM
of,IN,B-VP,I-PROBLEM
breath,NN,B-NP,I-PROBLEM
chest,NN,I-NP,B-PROBLEM
pain,NN,I-NP,I-PROBLEM
shortness,NN,I-NP,B-PROBLEM
of,IN,B-VP,I-PROBLEM
breath,NN,B-NP,I-PROBLEM
loss,NN,I-NP,B-PROBLEM
of,IN,B-VP,I-PROBLEM
consciousness,NN,B-NP,I-PROBLEM
head,NN,I-NP,B-PROBLEM
trauma,NN,I-NP,I-PROBLEM
with,IN,B-VP,I-PROBLEM
fall,NN,B-NP,I-PROBLEM
fevers,NNS,I-NP,B-PROBLEM
chills,NNS,B-NP,B-PROBLEM
chest,NN,I-NP,B-PROBLEM
pain,NN,I-NP,I-PROBLEM
shortness,NN,I-NP,B-PROBLEM
of,IN,B-VP,I-PROBLEM
breath,NN,B-NP,I-PROBLEM
stable,JJ,B-NP,B-PROBLEM
three-pillow,JJ,I-NP,I-PROBLEM
orthopnea,NN,I-NP,I-PROBLEM
occasional,JJ,B-NP,B-PROBLEM
paroxysmal,JJ,I-NP,I-PROBLEM
nocturnal,JJ,I-NP,I-PROBLEM
dyspnea,NN,I-NP,I-PROBLEM
a,DT,B-NP,B-PROBLEM
chronic,JJ,I-NP,I-PROBLEM
cough,NN,I-NP,I-PROBLEM
clear,JJ,B-NP,B-PROBLEM
sputum,NN,I-NP,I-PROBLEM
hemoptysis,NN,I-NP,B-PROBLEM
hematemesis,NN,B-NP,B-PROBLEM
abdominal,JJ,B-NP,B-PROBLEM
pain,NN,I-NP,I-PROBLEM
black,JJ,O,B-PROBLEM
or,CC,O,I-PROBLEM
tarry,JJ,B-NP,I-PROBLEM
stools,NNS,I-NP,I-PROBLEM
dysuria,NNS,B-NP,B-PROBLEM
frequency/urgency,NN,B-NP,B-PROBLEM
a,DT,O,B-PROBLEM
severely,RB,O,I-PROBLEM
comminuted,JJ,B-NP,I-PROBLEM
fracture,NN,I-NP,I-PROBLEM
of,IN,B-VP,I-PROBLEM
the,DT,O,I-PROBLEM
proximal,JJ,O,I-PROBLEM
